,ead_id,resource_id,titleproper,Term,Matched_Times,Matched_From,Matched_Paragraph
153,umich-bhl-90161,241,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)",Philippine Islands,3,scopecontent," The Church papers include his licensure and requests from various churches asking Behner to work at their church. The Personal file series includes Behner's diaries for the years 1901 through 1905 and chronicles his journey from Ohio down to the Philippine Islands, his years of teaching there, an extended trip home with major stops in Palestine and Europe, and his wedding. The 1901 diary is accompanied by a partial transcript. Also included a published volume of transcript of diary titled ""One Man's Journey to the Philippine Islands: the Thomasite Adventure, 1901-1905."" The Correspondence series (1896-1904) is very brief and arranged chronologically, containing only several letters. One letter of interest explains the purpose of the schools in the Philippine Islands; another is a permit to carry a shotgun. The General Materials series is also very brief; it contains two steamship liner booklets with notations by Behner and a certificate indicating that Behner was a member of the National Geographic Society."
154,umich-bhl-90161,241,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)",Philippine Islands,1,bioghist,"Frederick G. Behner (1874-1968) was born in Wood County, Ohio. He was what is often referred to as a ""self-made"" man. Due to family problems, he did not receive much formal primary or secondary education; rather he taught himself. At the age of 16 he passed his teacher's examination and left home. After working for a few years he entered North Central College in Naperville, Illinois and graduated as valedictorian in 1900. Upon graduation he entered into service with the United States Government as Inspector of Schools in the Philippine Islands, and worked there from 1901 to 1905. Behner worked, along with a man named B.N. Blakeslee, on the island of Banton teaching and acting as health director, although it is not clear what his capacities actually were. Behner also worked in both Japan and China, again teaching, before returning to the States to enter the Xenia Seminary (Xenia, Ohio). He was ordained in 1906 by the Presbyterian ministry, and presided at churches in Covington Ohio; New Paris, Ohio; Fargo North Dakota; St. Louis Missouri; Clarksburg West Virginia; Charleroi, Pennsylvania; Monroe Michigan, and Stockbridge Michigan. He retired from the Stockbridge church in 1956. He later moved to Florida, spending his last years at the Florida Presbyterian Home in Lakeland."
155,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Dwellings,1,subjects,"Agriculture; Entomology.; Women; Dwellings.; World War, 1914-1918."
156,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Philippine Islands,1,abstract,"Professor of entomology at the University of Michigan. Personal and professional papers of Hubbell and his wife Grace Griffin Hubbell; also collected genealogical and family papers relating to the Hubbell and Hussey families (Grace Griffin Hubbell's mother was Lenora Hussey Griffin); Hussey family series includes papers of John Milton and Mary C. Hussey and their children and relate to John M. Hussey's Civil War service, Ohio agriculture and Grange activities and family life and customs; Hubbell family series includes papers of Clarence W. and Winifred Waters Hubbell relating in part to his work as engineer in the Philippines, 1907-1913; and collected Hubbell family photos and albums, including views of Benzonia, Michigan family farm and relating to C. W. Hubbell's service as engineer in the Philippine Islands, 1909-1911; also personal photograph series, including various residences of Hubbell, his scientific field trips to Tennessee, Florida, and the Philippines, and postcard views of Michigan communities."
157,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Philippine Islands,1,scopecontent," The Theodore H. Hubbell papers should be viewed as a subset of a larger universe of collections which include the Hussey family and Hubbell family collections here at the Bentley Historical Library and the John Milton Hussey letters and diary at the University of Michigan's William Clements Library. The strengths of this collection are diverse, ranging from a rich run of Civil War correspondence between John Milton and Mary C. Hussey, to Lenora Hussey Griffin's letters to her family about her education at Stanford, to Theodore Hubbell and J. Speed Rogers correspondence with various entomologists regarding field work and collecting. The collection will be of use to researchers interested in nineteenth-century agriculture, the Grange in Ohio, family life and customs, Joseph B. Steere's expedition to the Philippine Islands, and visual images of turn of the century Michigan and the University of Michigan. The collection is weak on documenting Theodore Hubbell's work as a teacher and curator of the Museum of Zoology; these records are retained by the museum for use in administering their collections."
158,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Philippine Islands,1,bioghist,"Theodore Huntington Hubbell was professor of entomology at the University of Michigan from 1946 to 1968 and director of its Museum of Zoology from 1956 until his retirement in 1968. Even after his ostensible retirement, Hubbell came to the museum daily and served as ""everybody's mentor"" until his death in 1989. Hubbell's professional reputation rested on his enduring interest in and extensive writings on Orthoptera, and his local reputation rested on the organizational skills he demonstrated in the administration of space and resources within the museum. Theodore was born in Detroit in 1897 to Clarence (Detroit's Civil Engineer) and Winifred Hubbell. The family spent the years 1907 to 1913 in the Philippine Islands where Clarence worked as civil engineer for Manila and where Theodore first developed his interests in natural history and entomology. The younger Hubbell earned two degrees from the University of Michigan: his B.A. in 1920 and his Ph.D. in 1934, working in the interim as a professor of entomology in Gainesville at the University of Florida."
159,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Death,1,bioghist,"Theodore Huntington Hubbell was professor of entomology at the University of Michigan from 1946 to 1968 and director of its Museum of Zoology from 1956 until his retirement in 1968. Even after his ostensible retirement, Hubbell came to the museum daily and served as ""everybody's mentor"" until his death in 1989. Hubbell's professional reputation rested on his enduring interest in and extensive writings on Orthoptera, and his local reputation rested on the organizational skills he demonstrated in the administration of space and resources within the museum. Theodore was born in Detroit in 1897 to Clarence (Detroit's Civil Engineer) and Winifred Hubbell. The family spent the years 1907 to 1913 in the Philippine Islands where Clarence worked as civil engineer for Manila and where Theodore first developed his interests in natural history and entomology. The younger Hubbell earned two degrees from the University of Michigan: his B.A. in 1920 and his Ph.D. in 1934, working in the interim as a professor of entomology in Gainesville at the University of Florida."
160,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Death,1,bioghist," Rogers' and Hubbell's impact on the museum was immediate and beneficial as they reorganized the extensive holdings of the insects to make them more accessible to the appropriate researchers. They each brought their own considerable area of expertise to play on the museum's holdings of craneflies and grasshoppers. With the unexpected death of Rogers in 1955, Hubbell assumed more obvious control of the administrative aspects of the museum. Under his direction, existing programs of teaching and research were broadened, ties with the zoology department were strengthened, systematic biology came to prominence in the curriculum, and a research wing was added to the museum with monies from the National Science Foundation. Hubbell was instrumental in the formation of the inter-university Organization for Tropical Studies, played a significant role in expanding the study of biological systematics in a number of contexts, and advised the National Science Foundation on facilities and programs most needful to zoological museums. In recognition of his accomplishments and service the University conferred a distinguished faculty achievement award upon Hubbell."
161,umich-bhl-90180,1236,Theodore H. Hubbell Papers,Death,1,bioghist," Theodore Hubbell married Grace Griffin in Ann Arbor in June 1927. By so doing, Hubbell linked himself to a family with further ties to the University of Michigan. Grace's uncle, William J. Hussey, was professor of astronomy at the university in 1891-1892 and from 1915 until his death in 1926; William's wife, Ethel Fountain Hussey, was a distinguished alumna whose philanthropy is commemorated by an eponymous room in the Michigan League. Grace's cousin, Roland F. Hussey, taught Ornithology in 1918 and returned (at the behest of Theodore Hubbell) as visiting zoologist specializing in Hemiptera during the 1950s. Another cousin, Russell C. Hussey, was professor of geology during the 1920s and served as assistant to the dean of the College of Literature, Science, and the Arts during the 1930s. Theodore and Grace had three children, Roger, Mary Joan, and Stephen."
162,umich-bhl-91421,1609,"Walter W. Marquardt Papers, 1896-1952",Native,1,scopecontent,"Walter Marquardt's collection is made up of bound volumes containing correspondence, appointments, speeches, writings, diaries, and travel accounts detailing his career in the Philippines and a collection of 360 hand-colored glass slides. The slides include views of Philippine people, buildings, and scenery, especially of native tribes, and slides of Marquardt and other American officials in the Philippines. The collection also includes one sound cassette of a radio speech, dated February 28, 1945, to be broadcast to the people of the Philippines by the Office of War Information, to mark the liberation of Manila from the Japanese."
163,umich-bhl-91421,1609,"Walter W. Marquardt Papers, 1896-1952",Philippine Islands,1,bioghist,"Walter Marquardt (1878-1962) arrived in the Philippine Islands as a teacher in 1909. He was quickly made a supervising teacher, then high school principal, and eventually Superintendent of Schools for the province of Leyte."
164,umich-bhl-91421,1609,"Walter W. Marquardt Papers, 1896-1952",Tribes,1,scopecontent,"Walter Marquardt's collection is made up of bound volumes containing correspondence, appointments, speeches, writings, diaries, and travel accounts detailing his career in the Philippines and a collection of 360 hand-colored glass slides. The slides include views of Philippine people, buildings, and scenery, especially of native tribes, and slides of Marquardt and other American officials in the Philippines. The collection also includes one sound cassette of a radio speech, dated February 28, 1945, to be broadcast to the people of the Philippines by the Office of War Information, to mark the liberation of Manila from the Japanese."
165,umich-bhl-921114,1194,Department of History (University of Michigan) Senior Honors Theses,Death,1,subjects,"Academic freedom.; Afro-Americans; Afro-Americans; Agriculture; Air; Automobile industry and trade; Child abuse.; Child development.; Crematoriums.; Death.; Demography.; Elections; Fertility, Human.; Housing; Indians of North America; Jews; Labor; New Deal, 1933-1939; American newspapers; Presidents; Presidents; Strikes and lockouts; Trade-unions; Undertakers and undertaking; Minority college students; World War, 1939-1945; World War, 1939-1945; Women in the labor movement; Women; Teachers; Women teachers; Children; Women; Women; Women; Marriage; Cooperative societies; Immigrants; Irish Americans; Polar Bear Expedition.; Recombinant DNA"
166,umich-bhl-92632,1625,"Donald Maxwell Matthews photographs, 1924-1982",Plantations,1,subjects,Forestry.; Lumber industry.; Sugar plantations.
167,umich-bhl-93291,256,"Fred E. Benz motion picture collection, 1929-1950",Indigenous,1,scopecontent," Perhaps the greater value lies in the depiction of the indigenous lifestyles captured on film. Benz, as an amateur photographer, was interested in the common events that he experienced as he traveled. The collection features extensive recordings of people working or playing, and children of different cultures going about their daily activities. The films show barren huts in remote areas of Russia in the 1930s, families living under stone bridges outside of Buenos Aires, life-saving competitions in Sydney and the plethora of street markets found in most cultures and countries that he traveled through."
168,umich-bhl-93291,256,"Fred E. Benz motion picture collection, 1929-1950",Indigenous,1,subjects,"Animals.; Bullfighting.; Cemeteries.; Children.; Church architecture.; Country life.; Indigenous peoples.; Lifesaving.; Markets.; Peasants.; Pygmies.; Rites and ceremonies.; Transportation.; Travel.; Waterfalls.; Women.; World War, 1939-1945.; World War, 1939-1945"
169,umich-bhl-93291,256,"Fred E. Benz motion picture collection, 1929-1950",Native,1,bioghist,"In 1911, Fred Benz, an Ann Arbor, Michigan native, joined his brothers Victor and Albert in their agricultural implements and feed business called Benz Brothers. Throughout the 1910s decade, the brothers expanded their interests into the area of automotive accessories. In the early 1920s, they opened a Chevrolet dealership. Fred retained an interest in the business but relinquished the operation of Benz Brothers to Albert and became the treasurer of the Ann Arbor Finance Company in 1928. In 1931, he left that position and became vice-president and secretary of The National Company of Ann Arbor. He retired in 1932 but retained his interest in the Benz Brothers operation. Very little additional information exists relating to Benz. He married in 1916 to a woman named Margaret and the marriage lasted until his death in 1963. Benz probably had an interest and skill in photography judging by the quality of the images and the ability with the camera displayed on the rolls of film in this collection."
170,umich-bhl-93291,256,"Fred E. Benz motion picture collection, 1929-1950",Type,1,scopecontent," In addition to the eight travel series, the collection also included one reel of World War II footage assembled by Castle Films from public domain footage. This type of film was sold through camera stores and mail order houses and Benz probably purchased a reel for his own use. The identifying writing on the film can is in Benz's handwriting and clearly belonged with his collection."
171,umich-bhl-93291,256,"Fred E. Benz motion picture collection, 1929-1950",Death,1,bioghist,"In 1911, Fred Benz, an Ann Arbor, Michigan native, joined his brothers Victor and Albert in their agricultural implements and feed business called Benz Brothers. Throughout the 1910s decade, the brothers expanded their interests into the area of automotive accessories. In the early 1920s, they opened a Chevrolet dealership. Fred retained an interest in the business but relinquished the operation of Benz Brothers to Albert and became the treasurer of the Ann Arbor Finance Company in 1928. In 1931, he left that position and became vice-president and secretary of The National Company of Ann Arbor. He retired in 1932 but retained his interest in the Benz Brothers operation. Very little additional information exists relating to Benz. He married in 1916 to a woman named Margaret and the marriage lasted until his death in 1963. Benz probably had an interest and skill in photography judging by the quality of the images and the ability with the camera displayed on the rolls of film in this collection."
172,umich-bhl-9436,189,"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)",Dwellings,1,subjects,"Freemasonry; Postage-stamps.; Presidents; Presidents; Tariff; World War, 1914-1918.; Spanish-American War, 1898.; Dwellings; Military officers.; Military art and science.; World War, 1914-1918"
173,umich-bhl-9436,189,"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)",Indigenous,1,scopecontent,"The Bandholtz collection, covering the period of ca. 1890 to 1925 (with some later papers of his wife Inez Bandholtz), consists mainly of materials accumulated while Bandholtz was stationed in the Philippines, 1900-1913. Except for this time in the Far East, Bandholtz was always on the move with ever changing assignments, and consequently his files covering his work on the Mexican border, for example, or the 1921 West Virginia coal miners strike (also known as the Battle of Blair Mountain) are substantially thinner. But in the Philippines, because he was a provincial governor and head of the indigenous military force, Bandholtz was at the center of affairs in this period of Philippine history. And beyond that, he made an effort to maintain and preserve as much documentation from his service here as he could."
174,umich-bhl-9436,189,"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)",Insurgent,1,bioghist," Following some early assignments, Bandholtz in 1896 was selected to teach military science and tactics at Michigan Agricultural College (now Michigan State University). He was a teacher for two years when, with the outbreak of war with Spain in 1898, he returned to active duty. In Cuba he served in the Santiago campaign with the 7th U.S. Infantry, receiving a Silver Star citation for his participation. Between 1898 and 1900, he held different positions in the United States and Cuba. In July 1900, he left Cuba for the Philippine Islands where he served for the next thirteen years. Bandholtz' first responsibility was to help establish peace in the Islands which was then being disturbed by various local insurgent armies, notably in Central Luzon and on the Island of Marinduque and in Tayabas Province."
175,umich-bhl-9436,189,"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)",Insurgent,1,bioghist," Bandholtz quickly earned the respect of the Philippine people. In 1902, he was elected governor of Tayabas Province, the only regular army officer to be elected to so high a position. In 1903, he was appointed assistant chief of Philippine Constabulary with the temporary rank of colonel and placed in command of the District of Southern Luzon. Bandholtz was an effective commander who arranged for the unconditional surrender of insurgent general Simeon Ola and his forces in Albay. In 1905, he was transferred to the District of Central Luzon where he similarly apprehended Philippine bandit leaders. In 1907, he was appointed chief of Philippine Constabulary with the temporary rank of brigadier general. He held this position until relieved on September 1, 1913."
176,umich-bhl-9436,189,"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)",Philippine Islands,1,bioghist," Following some early assignments, Bandholtz in 1896 was selected to teach military science and tactics at Michigan Agricultural College (now Michigan State University). He was a teacher for two years when, with the outbreak of war with Spain in 1898, he returned to active duty. In Cuba he served in the Santiago campaign with the 7th U.S. Infantry, receiving a Silver Star citation for his participation. Between 1898 and 1900, he held different positions in the United States and Cuba. In July 1900, he left Cuba for the Philippine Islands where he served for the next thirteen years. Bandholtz' first responsibility was to help establish peace in the Islands which was then being disturbed by various local insurgent armies, notably in Central Luzon and on the Island of Marinduque and in Tayabas Province."
177,umich-bhl-95106,781,"Ivan F. Duff papers, 1947-1994",Death,1,bioghist," In 1969, he became chief of the University of Michigan Arthritis Division and served as director of the Regional Arthritis Control Program from 1969 to 1971. He directed the Pilot Geriatric Arthritis Center from 1974 until 1977, when he was asked to establish a comprehensive health care program focusing on the special needs of the elderly. The program became the Turner Geriatric Clinic which he directed from 1977 to 1980. From 1980 to 1984, he was acting chief of the newly created Division of Geriatric Medicine. In 1986 he was awarded emeritus status by the university, and continued to see patients until shortly before his death."
178,umich-bhl-9573,510,Walker Lee Cisler Papers,Death,1,bioghist," Walker Cisler remained active in his many endeavors until his death on October 18, 1994 at the age of 97."
179,umich-bhl-9833,985,Edward Gajec Papers,Death,1,bioghist,"Edward Gajec was a musician, a music educator, a technician for the Detroit Board of Education, and a promoter of ethnic festivals. Gajec was born in 1918, and was educated at Detroit's Cass Technical High School and Wayne State University. In the 1950s, Gajec organized bands and orchestras which played at Polish community events, and was active in the Detroit-Hamtramck Polish community. In the 1960s, he helped organize ethnic festivals in downtown Detroit, as well as the annual Freedom Festival, which was jointly celebrated by Windsor and Detroit. In addition to his work on the festivals, Gajec was involved in Detroit's International Institute and promoted ethnic radio broadcasts. He worked as an equipment technician for the Detroit Board of Education from 1967 to 1997, when he retired. Gajec remained active in local musical and ethnic activities until his death in 1998."
180,umich-bhl-9840,1466,"Charles W. Lane papers, 1935-1997",Types,1,scopecontent,"The collection is arranged into five series, Brigham Building System, Lane Projects, Huron High School, Personal and World War II Military Service. The series include the many projects that Charles Wesley Lane worked on during his architectural career and some materials from his military service as well. The collection is composed of photographs, slides, microfilm, microfiche and prints. The researcher will be interested in the variety of architectural projects in which Lane was involved, which include schools, mobile homes, churches, and other types of structures. A small number of photographs of Nagasaki after the atomic bomb may also be of interest."
181,umich-bhl-9940,295,"James J. Blanchard Papers, 1982-2002",Remains,2,scopecontent," The Personnel Division was charged with filling all appointive positions in the executive and judicial branches of state government. These positions include all executive posts on boards, commissions, task forces and the executive office, as well as all court posts ranging from courts of appeals, to district courts, to the State Supreme Court. The Personnel Division was initially headed up by Ron Thayer. Shelby Solomon next ran the office. The papers related to personnel division during the tenure of both of these men was not forwarded with the Blanchard collection. All that remains are the papers of Gregory Morris, director of the division from 1987 to 1990. The materials Morris retained dealt exclusively with Blanchard's judicial appointments from 1983 to 1990. This narrow, but very important, stratum of information remains the only evidence on how and who Blanchard chose to extend his program."
182,umich-bhl-9961,1400,Frank R. Kennedy Papers,Death,1,bioghist," Professor Kennedy's relationship with the University of Michigan began in 1958 when he was a visiting professor. The university was looking for a professor in bankruptcy and reorganization after the death of professor Edgar Durfee, and Michigan persuaded him to return. He returned as a permanent professor in 1961, and remained at the university until 1984 when he was given emeritus status. He came to Michigan because of the opportunity to dedicate more of his teaching and scholarly time to bankruptcy-related issues. While at Michigan he taught creditor's rights, bankruptcy, reorganization, secured transactions, and consumer credit. He received the Distinguished Faculty Achievement award in 1971. He was named the Thomas M. Cooley Professor of Law in 1979. Over time he has contributed prodigious scholarship to the field of bankruptcy law by having almost 170 articles published in law reviews or contributed to legal treatises. In 1997 he was recognized for fifty years of membership in the Association of American University Professors."
